"indiv","sample_type","Run","SampleID","Population","Collection_Location","day","month","year","Genotyped_Loci","GTperc","SRY_gt","ZFX_gt","ZFY_gt","SRY","ZFX","ZFY","Sex_gt","Sex_reads","Known_Sex","Estimated_AgeClass"
"18OO0425","feces","Sep2024","Pv18-0476","SPS","Commencement Bay","15","Jun","2018",2,1.72,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0426","feces","Sep2024","Pv18-0477","SPS","Commencement Bay","15","Jun","2018",1,0.86,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0427","feces","Sep2024","Pv18-0478","SPS","Commencement Bay","15","Jun","2018",0,0,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0428","feces","Sep2024","Pv18-0479","SPS","Commencement Bay","15","Jun","2018",12,10.34,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0429","feces","Sep2024","Pv18-0480","SPS","Commencement Bay","15","Jun","2018",6,5.17,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"18OO0430","feces","Sep2024","Pv18-0481","SPS","Commencement Bay","15","Jun","2018",9,7.76,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0431","feces","Sep2024","Pv18-0482","SPS","Commencement Bay","15","Jun","2018",4,3.45,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0432","feces","Sep2024","Pv18-0483","SPS","Commencement Bay","15","Jun","2018",5,4.31,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0433","feces","Sep2024","Pv18-0484","SPS","Commencement Bay","15","Jun","2018",9,7.76,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0434","feces","Sep2024","Pv18-0485","SPS","Commencement Bay","15","Jun","2018",6,5.17,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0435","feces","Sep2024","Pv18-0486","SPS","Commencement Bay","15","Jun","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0436","feces","Sep2024","Pv18-0487","SPS","Commencement Bay","15","Jun","2018",9,7.76,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18OO0459","feces","Sep2024","Pv18-0585","SPS","Commencement Bay","20","Apr","2018",2,1.72,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0460","feces","Sep2024","Pv18-0586","SPS","Commencement Bay","20","Apr","2018",10,8.62,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0461","feces","Sep2024","Pv18-0587","SPS","Commencement Bay","20","Apr","2018",16,13.79,NA,NA,NA,2,0,2,NA,"Maybe_Male","Unk",""
"18OO0462","feces","Sep2024","Pv18-0589","SPS","Commencement Bay","20","Apr","2018",2,1.72,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0463","feces","Sep2024","Pv18-0591","SPS","Commencement Bay","20","Apr","2018",11,9.48,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"18OO0464","feces","Sep2024","Pv18-0592","SPS","Commencement Bay","20","Apr","2018",27,23.28,"T",NA,NA,7,0,0,"Male","Male","Unk",""
"18OO0465","feces","Sep2024","Pv18-0593","SPS","Commencement Bay","20","Apr","2018",19,16.38,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0466","feces","Sep2024","Pv18-0594","SPS","Commencement Bay","20","Apr","2018",16,13.79,NA,NA,NA,1,0,1,NA,NA,"Unk",""
"18OO0467","feces","Sep2024","Pv18-0596","SPS","Commencement Bay","20","Apr","2018",0,0,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0468","feces","Sep2024","Pv18-0598","SPS","Commencement Bay","20","Apr","2018",25,21.55,"T",NA,NA,8,0,1,"Male","Male","Unk",""
"18OO0469","feces","Sep2024","Pv18-0599","SPS","Commencement Bay","20","Apr","2018",6,5.17,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0470","feces","Sep2024","Pv18-0601","SPS","Commencement Bay","20","Apr","2018",40,34.48,"T",NA,NA,7,0,1,"Male","Male","Unk",""
"18OO0471","feces","Sep2024","Pv18-0603","SPS","Commencement Bay","20","Apr","2018",14,12.07,"T",NA,NA,6,1,0,"Male","Male","Unk",""
"18OO0472","feces","Sep2024","Pv18-0604","SPS","Commencement Bay","20","Apr","2018",8,6.9,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"18OO0473","feces","Sep2024","Pv18-0605","SPS","Commencement Bay","20","Apr","2018",4,3.45,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0474","feces","Sep2024","Pv18-0606","SPS","Commencement Bay","20","Apr","2018",10,8.62,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"18OO0476","feces","Sep2024","Pv18-0610","SPS","Commencement Bay","20","Apr","2018",18,15.52,"T",NA,NA,7,0,0,"Male","Male","Unk",""
"18OO0477","feces","Sep2024","Pv18-0612","SPS","Commencement Bay","20","Apr","2018",4,3.45,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"18OO0478","feces","Sep2024","Pv18-0613","SPS","Commencement Bay","20","Apr","2018",20,17.24,"T",NA,NA,3,0,2,"Male","Male","Unk",""
"18OO0479","feces","Sep2024","Pv18-0615","SPS","Commencement Bay","20","Apr","2018",69,59.48,"T",NA,"A",18,0,3,"Male","Male","Unk",""
"18OO0657","feces","Sep2024","Pv18-0294","SPS","Commencement Bay","1","Jun","2018",2,1.72,"T",NA,NA,4,1,0,"Male","Male","Unk",""
"18OO0658","feces","Sep2024","Pv18-0295","SPS","Commencement Bay","1","Jun","2018",8,6.9,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"18OO0659","feces","Sep2024","Pv18-0298","SPS","Commencement Bay","1","Jun","2018",12,10.34,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0660","feces","Sep2024","Pv18-0300","SPS","Commencement Bay","1","Jun","2018",12,10.34,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0661","feces","Sep2024","Pv18-0304","SPS","Commencement Bay","1","Jun","2018",5,4.31,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0662","feces","Sep2024","Pv18-0310","SPS","Commencement Bay","1","Jun","2018",4,3.45,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0663","feces","Sep2024","Pv18-0313","SPS","Commencement Bay","1","Jun","2018",8,6.9,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0664","feces","Sep2024","Pv18-0315","SPS","Commencement Bay","1","Jun","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0665","feces","Sep2024","Pv18-0318","SPS","Commencement Bay","1","Jun","2018",63,54.31,"T",NA,NA,22,2,1,"Male","Male","Unk",""
"18OO0666","feces","Sep2024","Pv18-0320","SPS","Commencement Bay","1","Jun","2018",2,1.72,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18OO0667","feces","Sep2024","Pv18-0323","SPS","Commencement Bay","1","Jun","2018",46,39.66,"T",NA,NA,18,1,1,"Male","Male","Unk",""
"18OO0668","feces","Sep2024","Pv18-0440","SPS","Commencement Bay","15","Jun","2018",14,12.07,NA,NA,NA,1,1,1,NA,NA,"Unk",""
"18OO0669","feces","Sep2024","Pv18-0441","SPS","Commencement Bay","15","Jun","2018",51,43.97,"T",NA,NA,9,0,0,"Male","Male","Unk",""
"18OO0670","feces","Sep2024","Pv18-0442","SPS","Commencement Bay","15","Jun","2018",15,12.93,"T",NA,NA,3,1,0,"Male","Male","Unk",""
"18OO0671","feces","Sep2024","Pv18-0443","SPS","Commencement Bay","15","Jun","2018",55,47.41,NA,NA,NA,2,2,0,NA,"Maybe_Male","Unk",""
"18OO0672","feces","Sep2024","Pv18-0444","SPS","Commencement Bay","15","Jun","2018",11,9.48,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0673","feces","Sep2024","Pv18-0445","SPS","Commencement Bay","15","Jun","2018",13,11.21,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"18OO0674","feces","Sep2024","Pv18-0446","SPS","Commencement Bay","15","Jun","2018",4,3.45,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0675","feces","Sep2024","Pv18-0447","SPS","Commencement Bay","15","Jun","2018",12,10.34,"T",NA,NA,13,0,0,"Male","Male","Unk",""
"18OO0676","feces","Sep2024","Pv18-0448","SPS","Commencement Bay","15","Jun","2018",17,14.66,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0677","feces","Sep2024","Pv18-0449","SPS","Commencement Bay","15","Jun","2018",7,6.03,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18OO0678","feces","Sep2024","Pv18-0450","SPS","Commencement Bay","15","Jun","2018",6,5.17,NA,NA,NA,1,1,1,NA,NA,"Unk",""
"18OO0679","feces","Sep2024","Pv18-0451","SPS","Commencement Bay","15","Jun","2018",1,0.86,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"18OO0680","feces","Sep2024","Pv18-0452","SPS","Commencement Bay","15","Jun","2018",0,0,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0681","feces","Sep2024","Pv18-0453","SPS","Commencement Bay","15","Jun","2018",23,19.83,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18OO0682","feces","Sep2024","Pv18-0454","SPS","Commencement Bay","15","Jun","2018",2,1.72,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0683","feces","Sep2024","Pv18-0455","SPS","Commencement Bay","15","Jun","2018",7,6.03,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0684","feces","Sep2024","Pv18-0456","SPS","Commencement Bay","15","Jun","2018",13,11.21,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"18OO0685","feces","Sep2024","Pv18-0457","SPS","Commencement Bay","15","Jun","2018",12,10.34,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"18OO0686","feces","Sep2024","Pv18-0458","SPS","Commencement Bay","15","Jun","2018",6,5.17,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0687","feces","Sep2024","Pv18-0459","SPS","Commencement Bay","15","Jun","2018",2,1.72,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0688","feces","Sep2024","Pv18-0460","SPS","Commencement Bay","15","Jun","2018",5,4.31,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18OO0689","feces","Sep2024","Pv18-0461","SPS","Commencement Bay","15","Jun","2018",5,4.31,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18OO0690","feces","Sep2024","Pv18-0462","SPS","Commencement Bay","15","Jun","2018",15,12.93,NA,NA,NA,0,2,1,NA,NA,"Unk",""
"18OO0691","feces","Sep2024","Pv18-0463","SPS","Commencement Bay","15","Jun","2018",11,9.48,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18OO0692","feces","Sep2024","Pv18-0464","SPS","Commencement Bay","15","Jun","2018",6,5.17,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18OO0693","feces","Sep2024","Pv18-0468","SPS","Commencement Bay","15","Jun","2018",12,10.34,"T",NA,NA,5,1,0,"Male","Male","Unk",""
"18OO0694","feces","Sep2024","Pv18-0471","SPS","Commencement Bay","15","Jun","2018",9,7.76,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18OO0695","feces","Sep2024","Pv18-0474","SPS","Commencement Bay","15","Jun","2018",10,8.62,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0013","feces","Sep2024","Pv18-0992","SPS","Commencement Bay","12","Oct","2018",33,28.45,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"18QY0014","feces","Sep2024","Pv18-0993","SPS","Commencement Bay","12","Oct","2018",22,18.97,NA,"G",NA,2,3,0,"Female","Maybe_Male","Unk",""
"18QY0015","feces","Sep2024","Pv18-0994","SPS","Commencement Bay","12","Oct","2018",18,15.52,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18QY0016","feces","Sep2024","Pv18-0996","SPS","Commencement Bay","12","Oct","2018",22,18.97,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0017","feces","Sep2024","Pv18-0997","SPS","Commencement Bay","12","Oct","2018",6,5.17,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0018","feces","Sep2024","Pv18-0998","SPS","Commencement Bay","12","Oct","2018",7,6.03,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0019","feces","Sep2024","Pv18-0999","SPS","Commencement Bay","12","Oct","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0020","feces","Sep2024","Pv18-1000","SPS","Commencement Bay","12","Oct","2018",29,25,NA,NA,"A",0,1,3,"Male","Male","Unk",""
"18QY0021","feces","Sep2024","Pv18-1001","SPS","Commencement Bay","12","Oct","2018",4,3.45,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0022","feces","Sep2024","Pv18-1002","SPS","Commencement Bay","12","Oct","2018",88,75.86,"T","G",NA,3,6,0,"Male","Male","Unk",""
"18QY0023","feces","Sep2024","Pv18-1003","SPS","Commencement Bay","12","Oct","2018",25,21.55,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"18QY0024","feces","Sep2024","Pv18-1004","SPS","Commencement Bay","12","Oct","2018",52,44.83,"T","G",NA,9,3,0,"Male","Male","Unk",""
"18QY0025","feces","Sep2024","Pv18-1005","SPS","Commencement Bay","12","Oct","2018",29,25,"T",NA,NA,5,0,0,"Male","Male","Unk",""
"18QY0026","feces","Sep2024","Pv18-1006","SPS","Commencement Bay","12","Oct","2018",15,12.93,NA,NA,NA,1,2,0,NA,NA,"Unk",""
"18QY0027","feces","Sep2024","Pv18-1007","SPS","Commencement Bay","12","Oct","2018",24,20.69,"T",NA,NA,7,0,0,"Male","Male","Unk",""
"18QY0028","feces","Sep2024","Pv18-1008","SPS","Commencement Bay","12","Oct","2018",48,41.38,"T",NA,NA,7,0,0,"Male","Male","Unk",""
"18QY0029","feces","Sep2024","Pv18-1009","SPS","Commencement Bay","12","Oct","2018",10,8.62,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"18QY0030","feces","Sep2024","Pv18-1010","SPS","Commencement Bay","12","Oct","2018",15,12.93,NA,NA,NA,1,0,1,NA,NA,"Unk",""
"18QY0031","feces","Sep2024","Pv18-1011","SPS","Commencement Bay","12","Oct","2018",21,18.1,"T",NA,NA,5,2,1,"Male","Male","Unk",""
"18QY0032","feces","Sep2024","Pv18-1012","SPS","Commencement Bay","12","Oct","2018",11,9.48,"T",NA,NA,3,2,0,"Male","Male","Unk",""
"18QY0033","feces","Sep2024","Pv18-1013","SPS","Commencement Bay","12","Oct","2018",53,45.69,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18QY0034","feces","Sep2024","Pv18-1014","SPS","Commencement Bay","12","Oct","2018",39,33.62,"T",NA,NA,6,1,0,"Male","Male","Unk",""
"18QY0035","feces","Sep2024","Pv18-1015","SPS","Commencement Bay","12","Oct","2018",35,30.17,"T",NA,NA,8,0,0,"Male","Male","Unk",""
"18QY0036","feces","Sep2024","Pv18-1016","SPS","Commencement Bay","12","Oct","2018",32,27.59,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0037","feces","Sep2024","Pv18-1017","SPS","Commencement Bay","12","Oct","2018",14,12.07,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0038","feces","Sep2024","Pv18-1018","SPS","Commencement Bay","12","Oct","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0039","feces","Sep2024","Pv18-1019","SPS","Commencement Bay","12","Oct","2018",27,23.28,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0040","feces","Sep2024","Pv18-1020","SPS","Commencement Bay","12","Oct","2018",52,44.83,"T","G",NA,15,3,2,"Male","Male","Unk",""
"18QY0041","feces","Sep2024","Pv18-1021","SPS","Commencement Bay","12","Oct","2018",6,5.17,"T",NA,NA,3,1,0,"Male","Male","Unk",""
"18QY0042","feces","Sep2024","Pv18-1022","SPS","Commencement Bay","12","Oct","2018",10,8.62,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18QY0043","feces","Sep2024","Pv18-1023","SPS","Commencement Bay","12","Oct","2018",27,23.28,"T",NA,NA,8,1,1,"Male","Male","Unk",""
"18QY0044","feces","Sep2024","Pv18-1024","SPS","Commencement Bay","12","Oct","2018",6,5.17,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0045","feces","Sep2024","Pv18-1025","SPS","Commencement Bay","12","Oct","2018",11,9.48,NA,"G",NA,2,3,0,"Female","Maybe_Male","Unk",""
"18QY0046","feces","Sep2024","Pv18-1026","SPS","Commencement Bay","12","Oct","2018",18,15.52,"T","G",NA,5,3,0,"Male","Male","Unk",""
"18QY0047","feces","Sep2024","Pv18-1027","SPS","Commencement Bay","12","Oct","2018",20,17.24,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18QY0048","feces","Sep2024","Pv18-1028","SPS","Commencement Bay","12","Oct","2018",21,18.1,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0049","feces","Sep2024","Pv18-1029","SPS","Commencement Bay","12","Oct","2018",3,2.59,NA,NA,NA,1,2,0,NA,NA,"Unk",""
"18QY0050","feces","Sep2024","Pv18-1030","SPS","Commencement Bay","12","Oct","2018",1,0.86,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0051","feces","Sep2024","Pv18-1031","SPS","Commencement Bay","12","Oct","2018",61,52.59,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0052","feces","Sep2024","Pv18-1032","SPS","Commencement Bay","12","Oct","2018",22,18.97,"T",NA,NA,15,2,1,"Male","Male","Unk",""
"18QY0053","feces","Sep2024","Pv18-1033","SPS","Commencement Bay","12","Oct","2018",5,4.31,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18QY0054","feces","Sep2024","Pv18-1034","SPS","Commencement Bay","12","Oct","2018",9,7.76,"T",NA,NA,6,1,0,"Male","Male","Unk",""
"18QY0055","feces","Sep2024","Pv18-1035","SPS","Commencement Bay","12","Oct","2018",9,7.76,"T",NA,NA,5,0,0,"Male","Male","Unk",""
"18QY0056","feces","Sep2024","Pv18-1036","SPS","Commencement Bay","12","Oct","2018",11,9.48,"T",NA,NA,8,2,0,"Male","Male","Unk",""
"18QY0057","feces","Sep2024","Pv18-1037","SPS","Commencement Bay","12","Oct","2018",49,42.24,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0058","feces","Sep2024","Pv18-1038","SPS","Commencement Bay","12","Oct","2018",17,14.66,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0059","feces","Sep2024","Pv18-1039","SPS","Commencement Bay","12","Oct","2018",5,4.31,NA,NA,NA,1,2,0,NA,NA,"Unk",""
"18QY0060","feces","Sep2024","Pv18-1040","SPS","Commencement Bay","12","Oct","2018",7,6.03,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0061","feces","Sep2024","Pv18-1041","SPS","Commencement Bay","12","Oct","2018",27,23.28,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"18QY0062","feces","Sep2024","Pv18-1042","SPS","Commencement Bay","12","Oct","2018",16,13.79,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0063","feces","Sep2024","Pv18-1043","SPS","Commencement Bay","12","Oct","2018",87,75,NA,"G",NA,0,9,0,"Female","Female","Unk",""
"18QY0064","feces","Sep2024","Pv18-1044","SPS","Commencement Bay","12","Oct","2018",50,43.1,NA,"G",NA,1,4,0,"Female","Female","Unk",""
"18QY0065","feces","Sep2024","Pv18-1045","SPS","Commencement Bay","12","Oct","2018",2,1.72,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"18QY0066","feces","Sep2024","Pv18-1046","SPS","Commencement Bay","12","Oct","2018",0,0,"T",NA,NA,3,0,1,"Male","Male","Unk",""
"18QY0067","feces","Sep2024","Pv18-1047","SPS","Commencement Bay","12","Oct","2018",7,6.03,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0068","feces","Sep2024","Pv18-1048","SPS","Commencement Bay","12","Oct","2018",39,33.62,"T","G",NA,4,4,1,"Male","Male","Unk",""
"18QY0069","feces","Sep2024","Pv18-1049","SPS","Commencement Bay","12","Oct","2018",29,25,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0070","feces","Sep2024","Pv18-1050","SPS","Commencement Bay","12","Oct","2018",75,64.66,"T",NA,NA,42,0,2,"Male","Male","Unk",""
"18QY0071","feces","Sep2024","Pv18-1051","SPS","Commencement Bay","12","Oct","2018",8,6.9,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"18QY0072","feces","Sep2024","Pv18-1052","SPS","Commencement Bay","12","Oct","2018",9,7.76,NA,NA,NA,1,1,0,NA,NA,"Unk",""
"18QY0117","feces","Sep2024","Pv18-1097","SPS","Commencement Bay","12","Sep","2018",4,3.45,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0118","feces","Sep2024","Pv18-1098","SPS","Commencement Bay","12","Sep","2018",98,84.48,"T","G","A",126,9,3,"Male","Male","Unk",""
"18QY0119","feces","Sep2024","Pv18-1099","SPS","Commencement Bay","12","Sep","2018",15,12.93,"T",NA,NA,4,1,0,"Male","Male","Unk",""
"18QY0120","feces","Sep2024","Pv18-1100","SPS","Commencement Bay","12","Sep","2018",12,10.34,"T",NA,NA,6,0,0,"Male","Male","Unk",""
"18QY0121","feces","Sep2024","Pv18-1101","SPS","Commencement Bay","12","Sep","2018",63,54.31,"T","G",NA,29,4,1,"Male","Male","Unk",""
"18QY0122","feces","Sep2024","Pv18-1102","SPS","Commencement Bay","12","Sep","2018",10,8.62,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0123","feces","Sep2024","Pv18-1103","SPS","Commencement Bay","12","Sep","2018",28,24.14,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0124","feces","Sep2024","Pv18-1104","SPS","Commencement Bay","12","Sep","2018",3,2.59,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18QY0125","feces","Sep2024","Pv18-1105","SPS","Commencement Bay","12","Sep","2018",8,6.9,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0126","feces","Sep2024","Pv18-1106","SPS","Commencement Bay","12","Sep","2018",1,0.86,NA,NA,NA,1,2,0,NA,NA,"Unk",""
"18QY0127","feces","Sep2024","Pv18-1107","SPS","Commencement Bay","12","Sep","2018",13,11.21,NA,NA,NA,2,1,0,NA,"Maybe_Male","Unk",""
"18QY0128","feces","Sep2024","Pv18-1108","SPS","Commencement Bay","12","Sep","2018",5,4.31,"T",NA,NA,3,2,0,"Male","Male","Unk",""
"18QY0130","feces","Sep2024","Pv18-1110","SPS","Commencement Bay","12","Sep","2018",91,78.45,"T","G",NA,4,7,0,"Male","Male","Unk",""
"18QY0131","feces","Sep2024","Pv18-1111","SPS","Commencement Bay","12","Sep","2018",90,77.59,"T","G",NA,73,3,2,"Male","Male","Unk",""
"18QY0132","feces","Sep2024","Pv18-1112","SPS","Commencement Bay","12","Sep","2018",22,18.97,"T",NA,NA,8,0,1,"Male","Male","Unk",""
"18QY0133","feces","Sep2024","Pv18-1113","SPS","Commencement Bay","12","Sep","2018",12,10.34,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0134","feces","Sep2024","Pv18-1114","SPS","Commencement Bay","12","Sep","2018",44,37.93,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0135","feces","Sep2024","Pv18-1115","SPS","Commencement Bay","12","Sep","2018",9,7.76,"T",NA,NA,3,1,0,"Male","Male","Unk",""
"18QY0136","feces","Sep2024","Pv18-1116","SPS","Commencement Bay","12","Sep","2018",21,18.1,NA,NA,NA,2,0,0,NA,"Maybe_Male","Unk",""
"18QY0137","feces","Sep2024","Pv18-1117","SPS","Commencement Bay","12","Sep","2018",8,6.9,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0138","feces","Sep2024","Pv18-1118","SPS","Commencement Bay","12","Sep","2018",17,14.66,"T",NA,NA,4,1,0,"Male","Male","Unk",""
"18QY0139","feces","Sep2024","Pv18-1119","SPS","Commencement Bay","12","Sep","2018",29,25,"T",NA,NA,6,0,0,"Male","Male","Unk",""
"18QY0140","feces","Sep2024","Pv18-1120","SPS","Commencement Bay","12","Sep","2018",12,10.34,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0141","feces","Sep2024","Pv18-1121","SPS","Commencement Bay","12","Sep","2018",70,60.34,"T",NA,NA,27,0,1,"Male","Male","Unk",""
"18QY0142","feces","Sep2024","Pv18-1122","SPS","Commencement Bay","12","Sep","2018",55,47.41,"T",NA,NA,14,0,0,"Male","Male","Unk",""
"18QY0143","feces","Sep2024","Pv18-1123","SPS","Commencement Bay","12","Sep","2018",39,33.62,NA,NA,NA,0,0,1,NA,NA,"Unk",""
"18QY0144","feces","Sep2024","Pv18-1124","SPS","Commencement Bay","12","Sep","2018",13,11.21,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0146","feces","Sep2024","Pv18-1126","SPS","Commencement Bay","12","Sep","2018",16,13.79,"T",NA,NA,4,0,0,"Male","Male","Unk",""
"18QY0147","feces","Sep2024","Pv18-1127","SPS","Commencement Bay","12","Sep","2018",6,5.17,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0148","feces","Sep2024","Pv18-1128","SPS","Commencement Bay","12","Sep","2018",2,1.72,"T",NA,NA,3,0,0,"Male","Male","Unk",""
"18QY0149","feces","Sep2024","Pv18-1129","SPS","Commencement Bay","12","Sep","2018",47,40.52,NA,NA,NA,0,2,0,NA,NA,"Unk",""
"18QY0150","feces","Sep2024","Pv18-1130","SPS","Commencement Bay","12","Sep","2018",4,3.45,NA,NA,NA,0,0,0,NA,NA,"Unk",""
"18QY0151","feces","Sep2024","Pv18-1131","SPS","Commencement Bay","12","Sep","2018",8,6.9,NA,NA,NA,1,0,0,NA,NA,"Unk",""
"18QY0152","feces","Sep2024","Pv18-1132","SPS","Commencement Bay","12","Sep","2018",4,3.45,NA,NA,NA,1,1,1,NA,NA,"Unk",""
"18QY0153","feces","Sep2024","Pv18-1133","SPS","Commencement Bay","12","Sep","2018",12,10.34,NA,NA,NA,1,0,1,NA,NA,"Unk",""
"18QY0154","feces","Sep2024","Pv18-1134","SPS","Commencement Bay","12","Sep","2018",10,8.62,NA,NA,NA,0,1,0,NA,NA,"Unk",""
"18QY0155","feces","Sep2024","Pv18-1135","SPS","Commencement Bay","12","Sep","2018",45,38.79,"T",NA,NA,7,1,0,"Male","Male","Unk",""
"18QY0156","feces","Sep2024","Pv18-1136","SPS","Commencement Bay","12","Sep","2018",31,26.72,"T",NA,NA,9,2,1,"Male","Male","Unk",""
"18QY0157","feces","Sep2024","Pv18-1137","SPS","Commencement Bay","12","Sep","2018",59,50.86,"T",NA,NA,8,0,1,"Male","Male","Unk",""
"18QY0158","feces","Sep2024","Pv18-1138","SPS","Commencement Bay","12","Sep","2018",78,67.24,NA,"G",NA,0,3,0,"Female","Female","Unk",""
"18QY0159","feces","Sep2024","Pv18-1139","SPS","Commencement Bay","12","Sep","2018",11,9.48,NA,NA,NA,2,1,1,NA,"Maybe_Male","Unk",""
"18QY0160","feces","Sep2024","Pv18-1140","SPS","Commencement Bay","12","Sep","2018",88,75.86,NA,"G",NA,1,7,0,"Female","Female","Unk",""
"18QY0161","feces","Sep2024","Pv18-1141","SPS","Commencement Bay","12","Sep","2018",43,37.07,NA,NA,NA,0,2,0,NA,NA,"Unk",""
